Participant,Order,HR_Baseline,RMSSD_Baseline,HR_Bright,RMSSD_Bright,HR_Dim,RMSSD_Dim,HR_Recovery,RMSSD_Recovery,Attempts_Bright,Correct_Bright,Accuracy_Bright,AccuracyProp_Bright,Attempts_Dim,Correct_Dim,Accuracy_Dim,AccuracyProp_Dim
P0026,Dim-Bright,82.71751076904644,86.95157058728097,81.45548200437284,93.58953506957438,85.91624739649406,85.04812617017922,86.04950352433357,136.43402601577566,38,33,86.8421052631579,0.868421052631579,45,38,84.44444444444444,0.8444444444444444
