Participant,Order,HR_Baseline,RMSSD_Baseline,HR_Bright,RMSSD_Bright,HR_Dim,RMSSD_Dim,HR_Recovery,RMSSD_Recovery,Attempts_Bright,Correct_Bright,Accuracy_Bright,AccuracyProp_Bright,Attempts_Dim,Correct_Dim,Accuracy_Dim,AccuracyProp_Dim
P0033,Dim-Bright,101.65744112718022,210.28653463992922,103.31131029194486,131.26553293628092,103.31539089351259,137.17889712735183,100.18472250416806,204.60217592426804,29,29,100.0,1.0,35,33,94.28571428571428,0.9428571428571428
